event_id,client_id,ts,hour,time_bucket,location,device,department,label,is_anomaly,anomaly_type
fa9d0084-f146-4cb6-a7ab-2c594fad580a,81e1ecd4-8ba5-4132-9855-156d69cc7a2c,1756159265,15,afternoon,delhi,phone1,cs,0,0,normal
061bcb6f-9f75-44fd-8ecd-d76c49c4f19f,62835e2d-d8bb-45fe-944c-855359017659,1756159265,15,afternoon,chennai,laptop1,cs,0,0,normal
ec41b0b6-3a68-4b9c-8379-993b90ac1d74,4ee6781d-6e06-4e26-86de-289e100c96f3,1756159265,14,afternoon,mumbai,legion,cs,1,0,normal
212ae194-85d9-4d85-8dd1-71f68ce4d197,d82ef2ea-b4bd-4902-a1b1-4bd292157609,1756159265,16,afternoon,bangalore,laptop1,eng,0,0,normal
140d89a1-899f-4a4a-8f91-7b2d8f60f31e,00cb7f1b-fca8-46c5-8547-dba7de2ff854,1756159265,16,afternoon,mumbai,legion,cs,1,0,normal
e3082464-463e-4a6a-8661-cda332d337b6,fb5de494-29a3-4b65-81e5-674fe0279f4e,1756159265,15,afternoon,chennai,laptop1,cs,1,0,normal
bdbb2497-5697-4311-ad5d-0cf7d8306ade,fc553733-1246-4a99-bd5b-850784686e3a,1756159265,10,morning,chennai,phone1,cs,1,0,normal
a041ad8d-aea5-42f3-9d91-6e5ffe1ccfda,f4959d24-c1db-41a0-8285-e6463b1462d8,1756159265,15,afternoon,bangalore,desktop,cs,1,0,normal
30fda145-f8f2-41b2-a0ac-09f1c2d2977b,89284c4b-3d07-4967-9bef-e93eb51fc319,1756210559,23,night,blacklisted_region,unknown_device,external,0,1,suspicious_access
02fb1832-4999-4257-ae7a-5b72f9ed3f30,89284c4b-3d07-4967-9bef-e93eb51fc319,1756208845,23,night,blacklisted_region,unknown_device,external,0,1,suspicious_access
1e39bbbc-d94d-4652-a087-631cd1b77fce,89284c4b-3d07-4967-9bef-e93eb51fc319,1756207711,23,night,blacklisted_region,unknown_device,external,0,1,suspicious_access
b86f63f6-20f6-4472-8911-c7b043365851,00cb7f1b-fca8-46c5-8547-dba7de2ff854,1756159265,11,morning,mumbai,phone1,cs,1,0,normal
8362a4e9-2ce2-46ef-8760-220c2d3af106,4ee6781d-6e06-4e26-86de-289e100c96f3,1756159265,14,afternoon,mumbai,desktop,math,1,0,normal
6080c1f8-6223-481b-825b-cc24b17b59bf,fc553733-1246-4a99-bd5b-850784686e3a,1756159265,16,afternoon,chennai,laptop1,cs,1,0,normal
b74210fb-35f3-4d9d-9323-5a02080ad603,9c19c46a-6877-4f77-be09-a5b78f0c4984,1756159265,9,morning,chennai,legion,cs,1,0,normal
e4b00376-f80c-4ed5-b47a-f961dd5d8df2,89284c4b-3d07-4967-9bef-e93eb51fc319,1756159265,13,afternoon,bangalore,laptop1,math,1,0,normal
ee3709c0-812c-4708-b803-b58749acac10,4ee6781d-6e06-4e26-86de-289e100c96f3,1756152677,2,night,unknown_country,tor_exit_node,external,0,1,suspicious_access
e0678f39-615a-4cb2-8c8f-36bb75adb40c,4ee6781d-6e06-4e26-86de-289e100c96f3,1756196772,2,night,unknown_country,tor_exit_node,external,0,1,suspicious_access
924f127e-e601-4bf4-9deb-40726d80c751,4ee6781d-6e06-4e26-86de-289e100c96f3,1756100732,2,night,unknown_country,tor_exit_node,external,0,1,suspicious_access
f6b8f2a1-4a08-41ee-ac1b-8c80658754b6,4ee6781d-6e06-4e26-86de-289e100c96f3,1756228492,2,night,unknown_country,tor_exit_node,external,0,1,suspicious_access
b9ad3eeb-0e22-47b6-a3ae-124a4a2ffd99,4ee6781d-6e06-4e26-86de-289e100c96f3,1756159445,2,night,unknown_country,tor_exit_node,external,0,1,suspicious_access
782ac50c-e2ed-45cf-bf21-2ec5be09def0,4ee6781d-6e06-4e26-86de-289e100c96f3,1756234960,2,night,unknown_country,tor_exit_node,external,0,1,suspicious_access
a5747cd9-9fca-4a19-8c01-4b1b9bdc2d62,989e318f-ff1e-4c84-9d4d-8756ff7d1993,1756159265,13,afternoon,chennai,laptop1,math,1,0,normal
cafa476c-7d1b-494a-bcd3-3a56c891f81a,fc553733-1246-4a99-bd5b-850784686e3a,1756229867,3,night,unknown_country,suspicious_browser,external,0,1,suspicious_access
fe350da6-3c0e-42bf-bc10-07c7decbfd45,fc553733-1246-4a99-bd5b-850784686e3a,1756158412,3,night,unknown_country,suspicious_browser,external,0,1,suspicious_access
3cdc06d8-e241-4485-8e88-9ecd55acf19d,fc553733-1246-4a99-bd5b-850784686e3a,1756193774,3,night,unknown_country,suspicious_browser,external,0,1,suspicious_access
8bd5f5a4-54fe-4f9a-b44c-8b7c145fc5a0,fc553733-1246-4a99-bd5b-850784686e3a,1756151906,3,night,unknown_country,suspicious_browser,external,0,1,suspicious_access
534171ea-aef0-4f0f-8fce-3ea5528c9644,bb6e1fec-df1a-41b2-be4b-f19d824cb252,1756159265,11,morning,bangalore,laptop1,cs,1,0,normal
b6dd461b-247f-456e-a138-e227f4e30e67,4ee6781d-6e06-4e26-86de-289e100c96f3,1756159265,10,morning,chennai,laptop1,cs,1,0,normal
d22edf4a-7bef-41d5-9e01-0efc05dd320c,fc553733-1246-4a99-bd5b-850784686e3a,1756159265,9,morning,bangalore,laptop1,math,1,0,normal
da0a6b9d-0cf6-46b5-b800-87e1fbe4087b,62835e2d-d8bb-45fe-944c-855359017659,1756159265,14,afternoon,mumbai,legion,cs,1,0,normal
2e85596a-f1d7-44f3-afd3-6e384926f01a,81e1ecd4-8ba5-4132-9855-156d69cc7a2c,1756102343,23,night,unknown_country,unknown_device,external,0,1,suspicious_access
53d81e1a-0308-47df-8b22-23f1db9ab482,81e1ecd4-8ba5-4132-9855-156d69cc7a2c,1756124703,23,night,unknown_country,unknown_device,external,0,1,suspicious_access
d1d18908-c729-40eb-9c6d-99a982ba5426,81e1ecd4-8ba5-4132-9855-156d69cc7a2c,1756232725,23,night,unknown_country,unknown_device,external,0,1,suspicious_access
f2683551-8419-4097-addd-1d00272130a7,81e1ecd4-8ba5-4132-9855-156d69cc7a2c,1756243882,23,night,unknown_country,unknown_device,external,0,1,suspicious_access
3b3c0480-b728-4b13-b860-522f5b427d43,81e1ecd4-8ba5-4132-9855-156d69cc7a2c,1756173272,23,night,unknown_country,unknown_device,external,0,1,suspicious_access
36940410-9a89-4d04-8210-464231aab4df,81e1ecd4-8ba5-4132-9855-156d69cc7a2c,1756150113,23,night,unknown_country,unknown_device,external,0,1,suspicious_access
966085ec-3d76-46a5-8fa8-b9c867a46460,0fca2084-19ce-469f-9e3f-4aabb0152d95,1756159265,11,morning,delhi,laptop1,math,1,0,normal
096073db-6fc6-4d37-afa0-a11cfea46e46,80637bd7-c112-4cd7-b6f0-ba2cdb8bab5e,1756159265,15,afternoon,delhi,phone1,cs,1,0,normal
4de5e7ea-9488-4c04-aac6-0f8004b3027d,3b41da7b-d009-4d24-9ec9-23ccc8598776,1756159265,13,afternoon,mumbai,legion,math,1,0,normal
1d366cd1-1d9b-4e5f-9ec8-829ec6854065,198d4f8a-df74-4a9e-a883-cdcca66897cd,1756189028,3,night,suspicious_location,unknown_device,unknown,0,1,suspicious_access
bf12f01b-3882-4284-9f6e-f5f6b732f80d,198d4f8a-df74-4a9e-a883-cdcca66897cd,1756093406,3,night,suspicious_location,unknown_device,unknown,0,1,suspicious_access
dcb31325-7a9b-403a-b2a2-09db997e2c80,198d4f8a-df74-4a9e-a883-cdcca66897cd,1756121462,3,night,suspicious_location,unknown_device,unknown,0,1,suspicious_access
0e1b967f-9798-4d2d-a169-d6397ad8f0b2,198d4f8a-df74-4a9e-a883-cdcca66897cd,1756115006,3,night,suspicious_location,unknown_device,unknown,0,1,suspicious_access
48dff6cd-3459-4f83-abd6-cf578d502845,198d4f8a-df74-4a9e-a883-cdcca66897cd,1756186813,3,night,suspicious_location,unknown_device,unknown,0,1,suspicious_access
085407d6-ba4a-4605-9aa3-712657c6d01a,198d4f8a-df74-4a9e-a883-cdcca66897cd,1756199060,3,night,suspicious_location,unknown_device,unknown,0,1,suspicious_access
c7bbcfc1-eaf6-43c3-b181-0f1aa8bf7bf4,62835e2d-d8bb-45fe-944c-855359017659,1756159265,11,morning,delhi,legion,cs,1,0,normal
88d73dd3-8cb0-4333-8594-bf17ae41b7e8,81e1ecd4-8ba5-4132-9855-156d69cc7a2c,1756159265,11,morning,bangalore,laptop1,eng,1,0,normal
fbc7e6f7-5f6c-44fa-b8b0-d3f25db71c67,8f389ae0-8c96-4786-a2ba-4e8a8228fe96,1756159265,17,evening,delhi,legion,cs,1,0,normal
54877585-0c7f-4a68-9fa7-b5724d19227f,bb6e1fec-df1a-41b2-be4b-f19d824cb252,1756159265,10,morning,bangalore,desktop,eng,1,0,normal
a0524b01-eb36-405f-8178-3c4f65282fdd,19cf73b6-d47d-4c63-be8e-2ff36acfbb14,1756159265,9,morning,bangalore,laptop1,cs,1,0,normal
714bd2fa-2555-4ee1-9de8-5f14cc71c465,4ee6781d-6e06-4e26-86de-289e100c96f3,1756159265,9,morning,chennai,legion,math,1,0,normal
a1a0f61d-febb-4359-8406-ef1a6d76a61f,fb5de494-29a3-4b65-81e5-674fe0279f4e,1756159265,12,afternoon,delhi,legion,cs,1,0,normal
e5b86b14-9136-4e16-87b8-9f3dec674a64,e24b595d-07ce-45c6-b54e-33e0caae824f,1756159265,13,afternoon,chennai,legion,cs,1,0,normal
e262d3bb-49dc-4507-beeb-7ab2ea88a430,3b41da7b-d009-4d24-9ec9-23ccc8598776,1756159265,17,evening,mumbai,phone1,cs,1,0,normal
1070722b-02da-4376-abe5-258fd3d4b270,989e318f-ff1e-4c84-9d4d-8756ff7d1993,1756159265,9,morning,bangalore,legion,cs,0,0,normal
c848eb8d-bae7-45aa-af52-1e8f8c378996,a253aff0-af0e-4550-9663-e4b817c96e53,1756159265,17,evening,mumbai,phone1,eng,1,0,normal
ad5a2fb2-6269-4a95-8f0d-05668dc7703d,9c19c46a-6877-4f77-be09-a5b78f0c4984,1756159265,13,afternoon,mumbai,phone1,cs,1,0,normal
d02222d9-b2e5-4787-95fd-d6a206084cf4,80637bd7-c112-4cd7-b6f0-ba2cdb8bab5e,1756159265,9,morning,mumbai,tablet,math,1,0,normal
a7783631-7c31-4f83-936a-6a251fedaf26,2c78b7e4-bb36-4218-a5d3-bc96efe8d4df,1756159265,16,afternoon,chennai,desktop,math,1,0,normal
47c50c5a-5e5e-47c4-bb06-f821e18ac411,80637bd7-c112-4cd7-b6f0-ba2cdb8bab5e,1756159265,15,afternoon,delhi,phone1,cs,1,0,normal
